,freq,n_s,n_p,bf,k_s,k_p
1305,107625000000.0,1.208609387744084,1.2949398780399741,0.08633049029589013,0.018711208524406706,0.03512000353199679
1306,107650000000.0,1.2086235009668271,1.294958150173446,0.08633464920661882,0.019199867235834073,0.03603580405069314
1307,107675000000.0,1.208637300225932,1.2949758293676659,0.08633852914173379,0.01969821811764396,0.03696969532603096
1308,107700000000.0,1.2086507563194016,1.2949928609020573,0.08634210458265579,0.02020529053747683,0.03791984871129471
1309,107725000000.0,1.2086638397844742,1.2950091895828013,0.08634534979832709,0.020720072993982395,0.03888435880481193
1310,107750000000.0,1.2086765209285766,1.2950247598017748,0.0863482388731982,0.021241515972012532,0.03986124879701755
1311,107775000000.0,1.2086887698590247,1.29503951559311,0.0863507457340853,0.021768535057707636,0.04084847635821376
1312,107800000000.0,1.208700556512202,1.2950534006887702,0.08635284417656819,0.0223000141174647,0.04184393960877622
1313,107825000000.0,1.2087118506824093,1.2950663585734794,0.08635450789107013,0.022834808713488888,0.04284548359015976
1314,107850000000.0,1.2087226220526128,1.2950783325432,0.08635571049058721,0.02337174941407087,0.04385090646230222
1315,107875000000.0,1.2087328402214195,1.295089265756485,0.0863564255350655,0.02390964560728742,0.044857966746323856
1316,107900000000.0,1.2087424747326558,1.2950991012907005,0.08635662655804466,0.024447289057509536,0.04586439002409763
1317,107925000000.0,1.2087514951052618,1.295107782198795,0.08635628709353327,0.024983457713557228,0.04686787609810803
1318,107950000000.0,1.2087598708582932,1.2951152515568456,0.08635538069855242,0.02551691975303506,0.04786610665577058
1319,107975000000.0,1.2087675715423623,1.2951214525236574,0.08635388098129515,0.026046437384279184,0.04885675240791517
1320,108000000000.0,1.2087745667649745,1.295126328388856,0.08635176162388158,0.026570771014207715,0.04983748100137207
1321,108025000000.0,1.2087808262192297,1.295129822627258,0.0863489964080284,0.027088683236664343,0.05080596451141863
1322,108050000000.0,1.208786319708937,1.2951318789464672,0.08634555923753018,0.027598942966853484,0.051759887286939546
1323,108075000000.0,1.20879101717783,1.295132441342111,0.08634142416428103,0.028100329686371366,0.05269695391934748
1324,108100000000.0,1.2087948887313116,1.295131454139039,0.0863365654077275,0.028591637440243123,0.053614896841636984
1325,108125000000.0,1.208797904668062,1.2951288620509698,0.08633095738290786,0.029071679021563022,0.0545114841652596
1326,108150000000.0,1.2088000354984665,1.2951246102153735,0.08632457471690702,0.029539290133440577,0.05538452760896884
1327,108175000000.0,1.2088012519754054,1.2951186442515152,0.0863173922761098,0.029993333486615342,0.05623189018249389
1328,108200000000.0,1.2088015251130717,1.2951109102960134,0.08630938518294173,0.030432702687337554,0.05705149356624953
1329,108225000000.0,1.2088008262141632,1.2951013550540609,0.0863005288398977,0.030856326343842198,0.05784132580502001
1330,108250000000.0,1.2087991268900087,1.2950899258373871,0.08629079894737846,0.031263171859092685,0.05859944853422682
1331,108275000000.0,1.208796399084674,1.2950765706096472,0.08628017152497325,0.03165224930062619,0.05932400423244665
1332,108300000000.0,1.2087926150949666,1.2950612380241302,0.0862686229291636,0.03202261487512722,0.060013222774768664
1333,108325000000.0,1.2087877475914641,1.2950438774633433,0.08625612987187914,0.032373374732759606,0.06066542862980837
1334,108350000000.0,1.2087817696389074,1.2950244390774344,0.08624266943852699,0.03270368816351032,0.06127904685931945
1335,108375000000.0,1.2087746547145721,1.2950028738187995,0.0862282191042274,0.033012770943605343,0.06185260942599518
1336,108400000000.0,1.2087663767279055,1.2949791334790806,0.08621275675117501,0.03329989846095516,0.06238476106087394
1337,108425000000.0,1.2087569100361346,1.2949531707186277,0.08619626068249309,0.03356440847914556,0.06287426446689377
1338,108450000000.0,1.2087462294609936,1.2949249390980644,0.08617870963707075,0.033805703962740595,0.06332000565116176
1339,108475000000.0,1.2087343103055412,1.294894393110048,0.08616008280450682,0.03402325558618959,0.06372099856152832
1340,108500000000.0,1.208721128368103,1.2948614882056673,0.0861403598375643,0.03421660403690217,0.06407638945598894
1341,108525000000.0,1.2087066599558176,1.2948261808201351,0.08611952086431751,0.03438536197647123,0.06438546052195605
1342,108550000000.0,1.2086908818964452,1.294788428395241,0.08609754649879586,0.03452921611640036,0.06464763378274047
1343,108575000000.0,1.208673771551826,1.294748189404956,0.08607441785312986,0.03464792855203534,0.06486247353430764
1344,108600000000.0,1.2086553068262482,1.2947054233715118,0.08605011654526362,0.03474133838548748,0.06502968934813932
1345,108625000000.0,1.2086354661778995,1.2946600908873294,0.08602462470942984,0.034809362566067696,0.06514913762314144
1346,108650000000.0,1.2086142286244246,1.2946121536259174,0.08599792500149284,0.03485199695165023,0.06522082349215837
1347,108675000000.0,1.2085915737529769,1.2945615743612522,0.08597000060827531,0.03486931677504358,0.06524490164970585
1348,108700000000.0,1.208567481725323,1.2945083169779308,0.08594083525260787,0.03486147691635017,0.06522167674914575
1349,108725000000.0,1.2085419332817458,1.2944523464791013,0.0859104131973556,0.034828712086953297,0.06515160372061893
1350,108750000000.0,1.2085149097470835,1.2943936289984581,0.08587871925137458,0.03477133637200854,0.0650352867679458
1351,108775000000.0,1.2084863930297776,1.2943321317991525,0.08584573876937496,0.034689742951549175,0.06487347879256374
1352,108800000000.0,1.208456365628504,1.2942678232869662,0.08581145765846232,0.03458440307189151,0.06466707932626999
1353,108825000000.0,1.2084248106282047,1.2942006730036402,0.08577586237543544,0.03445586522622116,0.06441713288673097
1354,108850000000.0,1.2083917117004124,1.2941306516282918,0.0857389399278794,0.03430475363773906,0.06412482602609888
1355,108875000000.0,1.2083570531048062,1.2940577309811345,0.08570067787632829,0.034131766753738586,0.06379148438175225
1356,108900000000.0,1.2083208196807376,1.2939818840084614,0.0856610643277238,0.03393767532495533,0.06341856892592129
1357,108925000000.0,1.2082829968492925,1.2939030847873227,0.08562008793803022,0.03372332041381292,0.06300767210009661
