,freq,n_s,n_p
502,87550000000.0,1.2027105290827302,1.2898706550358767
503,87575000000.0,1.2027038395249785,1.2898502331596262
504,87600000000.0,1.2026972180669484,1.2898299497314587
505,87625000000.0,1.2026906668267392,1.289809808776204
506,87650000000.0,1.2026841874613647,1.2897898134157333
507,87675000000.0,1.2026777811818299,1.2897699658992108
508,87700000000.0,1.2026714487682728,1.2897502676335295
509,87725000000.0,1.2026651905945915,1.289730719232256
510,87750000000.0,1.202659006641673,1.2897113205421478
511,87775000000.0,1.2026528965241463,1.2896920706961728
512,87800000000.0,1.2026468595114768,1.2896729681553325
513,87825000000.0,1.2026408945511917,1.2896540107546632
514,87850000000.0,1.2026350002940562,1.2896351957529177
515,87875000000.0,1.2026291751186744,1.2896165198811707
516,87900000000.0,1.202623417159173,1.289597979397267
517,87925000000.0,1.2026177243311535,1.2895795701369404
518,87950000000.0,1.2026120943591556,1.2895612875677493
519,87975000000.0,1.2026065248030817,1.2895431268409847
520,88000000000.0,1.2026010130887848,1.2895250828515952
521,88025000000.0,1.2025955565315498,1.2895071502842173
522,88050000000.0,1.2025901523695004,1.2894893236784972
523,88075000000.0,1.2025847977888462,1.2894715974784734
